reviewer_name,reviewer_introduce,reviewer_type,top_reviewer_field,brand_name,product_name,product_option,score,date,purchase_store,used_over_month,is_repurchase,is_experience,review,help_count
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,낫포유,[뿌리는 바디로션] 낫포유 모이스처 크림 바디 미스트 200ml,,5점만점에 3점,작성일자 2025.01.01,N,N,N,Y,"💕솔직 장단점 리뷰💕 💕 별점 3.5점 - 스프레이 타입치고 보습력 괜찮은 편 / 로션이나 크림류와 비교하면 당연하지만 보습력 부족 -> 여름에 로션 대신 사용 or 겨울에 샤워 후 크림을 따로 바르고 일상에서, 옷 입기 전에 추가로 쓸 용도로 추천 - 성분 좋은 편, 예민한 피부도 트러블이나 가려움 없음 - 분사력 좀 아쉬운 편(약간 뭉치듯 나가는 경향 있음) - 외관 디자인 깔끔함",2
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,씨퓨리,[5종임상] 씨퓨리 닥터33 탈모앰플 20ml NEW,,5점만점에 4점,작성일자 2024.12.21,N,Y,Y,N,"진짜ㅋㅋㅋ 몇통을 사서 썼는지 모르겠어요. 앞으로도 계속 쓸 거에요. 제발 단종만 안됐으면 하네요. 올리브영 탈모 제품 안써본게 없는데, 유일하게 효과본 제품이에요.  워낙 구매도 많이하고 리뷰도 그때마다 남겨서 이번엔 추천/비추천 경우만 적어보려고 해요.  궁금하신 분들은 제 이전 리뷰도 한 번 봐주시면 감사해요!! ☆ 비추천 = 두피 전체적인 탈모케어, 두피열감 제거, 탄탄한 두피, 머리카락 두꺼워지는 것을 원하신다면 비추천 ★ 추천 = m자 탈모, 헤어라인 고민, 정수리나 가르마 탈모에 대왕 추천!",3
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,씨퓨리,[5종임상] 씨퓨리 닥터33 탈모앰플 20ml NEW,,5점만점에 4점,작성일자 2024.12.21,N,Y,Y,N,"★ 추천 & 솔직 장단점 리뷰 ★ ★ 한통이면 매일매일 2번씩 듬뿍 바르면 2주, 하루 한번 쓰면 3주, 양조절해서 쓰면 3~4주 정도 쓸 수 있어요. - 한통만 써봐도 잔머리가 나고 있는게 보여요. 특히 m자, 이마 헤어라인 고민이신 분들 꼭 써보시길 추천드려요!! ★ 별점 4점 - 쿨링감 + 바르고 괄사하면 자극없이 마사지 가능 + 잔머리나는 유일한 세럼 - 성분적 아쉬움(각종 착향제 함유) + 토출구 불편함 + 떡짐 ★ 강력추천 - 특히 이마 헤어라인, m자 탈모, 원형탈모, 정수리 탈모 등 제발 써보세요! 한통 만으로도 달라져요. - 원래 초반 썼을 때 별점 2점 줬었는데요, 잔머리나는거 보고 재구매 중입니다. ★ 장점 ★ ★ m자 헤어라인에 잔머리 나는 중 ★ 싸한 쿨링감 있음 (그렇다고 열감 확 내려주는 정도는 아님) ☆ 단점 ☆ ☆ 제발 용기가 바뀌면 좋겠어요. 입구 모양 좀 바꿔주세요ㅜㅜ 잔머리나는 유일한 세럼이라 평생 쓰고 싶은데, 입구가 너무 쓸모없어요.. ☆ 성분적 아쉬움이 있음. 성분이 최악이거나 엄청 별로인건 아니지만, 착향제가 여럿 들어있어요. ☆ 떡짐 완전 있음. 심하게 뭉치고 떡지는 건 아닌데, 부들부들한 안바른 상태의 머리카락과는 확실히 달라요. 양조절 못하면 먼지같은게 다닥다닥 붙어서 지저분해 보여요ㅜ",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,내추럴더마프로젝트,내추럴더마프로젝트 베베바이옴 생기탄력 세럼 20ml,,5점만점에 3점,작성일자 2024.12.21,N,Y,N,N,"묘하게 신뢰가 가는 윤은혜님이 광고하셔서 구매했어요. 효과가 있으면 좋겠네요.  사이즈가 굉장히 작아서 놀랐어요. 작다는 걸 알고 있었는데도 놀랄 정도로 쪼꼬만해요. 유해성분 없고, 전체 성분역시 깔끔해서 민감한 피부가 쓰기 좋아요. 특별한 성분이 왕창 들어있는 제품은 아니라서, 20대가 초기 안티에이징으로 쓸 제품입니다.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,바이오힐보,[실프팅마스크]바이오힐보 프로바이오덤 3D 리프팅 풀 페이스 윤곽마스크 3매 기획(+앰플 5ml),옵션 : 3매 기획 (+3D 리프팅 앰플 5ml),5점만점에 3점,작성일자 2024.12.21,N,Y,N,N,"★ 솔직 장단점 리뷰 & 성분(화해앱 캡쳐) ★ ★ 별점 3.5점 - 밀착력 왕 좋음 + 성분 순함 + 자극 없음 + 일시적 리프팅 효과 있음 + 겔 타입이지만 답답함 전혀 없음 - 리프팅효과는 아주 약간(눈에 보이는 약간의 효과) + 쿨링감 제로 + 아쉬운 가격 - 보시고 도움 되셨다면 도움 됐어요 한 번 눌러주세요! - 본인 피부 = 얇고 + 예민 + 대왕 건조 피부 ★ 별점 3.5점 - 밀착력 좋음 + 순한 성분 + 일시적 리프팅 + 답답함 전혀 없음 - 리프팅효과는 아주 약간(눈에 보이는 약간의 효과) + 쿨링감 제로 + 아쉬운 가격  ★ 장점 ★ ★ 순한 성분 - 유해성분, 알러지 성분 전혀 없고 모공을 막는 성분 등도 없어요. ★ 자극 없음 ★ - 긴 시간 끌어당기는 형식이기도 하고, 또 접착력도 높다보니 아무래도 피부에 자극이 되지는 않을까 했는데 - 자극이 아예 없다고 할 정도로 괜찮았어요.  - 엄청 예민하고 얇은 피부인데도 자극 없었어요. ★ 일시적인 리프팅 효과 - 일시적인 효과지만 팔자주름과 마리오네트주름, 불독살같은 부분이 리프팅된 게 눈에 보였어요. - 전 얼굴살이 거의 없는데도 팔자주름과 얼굴라인이 정돈된게 보였어요. 볼살이나 턱살 많은 사람에겐 더 드라마틱한 효과가 있을 것 같아요. ★ 밀착력 - 완전 찰싹 붙고 건들이지 않는이상 떨이지지도 않아요. - 물론 시간이 지나면서 당겨놓은 것보다는 내려오긴 하는데, 그래도 어느정도 리프팅된 상태로 유지돼요. ★ 답답함 없음 - 겔 마스크팩 특유의 답답함, 피부가 덮힌 느낌이 굉장히 적어요. ★ 건성,지성,복합성 가리지 않음 - 에센스 타입이 아니라 붙이고 앉아있어도 흘러내리는 에센스가 없어서 여름에 쓰기도 좋고, 찝찝함도 없어요. - 건성, 지성 피부타입 상관없이 쓰기 좋아요. ☆ 단점 ☆ ☆ 가격 - 높은 가격, 짧은 효과라서 가성비가 좋은 제품은 아니에요. ☆ 효과 - 드라마틱한 효과, 하루이틀 지속되는 효과를 원하신다면 비추천해요.  - 잠깐, 오늘내일 정도 얼굴선이 약간 정리되는 정도입니다.",4
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,쿤달,쿤달 차량용 디퓨저 2개입 3종 택1 (75ml+75ml),옵션 : 블랑,5점만점에 3점,작성일자 2024.12.21,N,Y,N,N,"★ 추천 & 솔직 리뷰 ★ ★ 지속력 - 저렴한 만큼 지속력이 엄청 긴 건 아니지만, 그렇다고 일이주만에 사라지는 지속력 똥 제품은 아니에요. 딱 보통의 느낌입니다. 가격 생각하면 좋아요. ★ 발향력 - 초반에는 차 탈 때 약간 나는 정도였는데, 이후에는 차 특유의 냄새를 잡아주는 정도였어요. - 향이 진한 편이 아니라서 머리아픈 향 싫어하던 제게 오히려 괜찮다고 느꼈지만, 좋은 향이 나길 원하시는 경우라면 불만족할 것 같아요. ★ 블랑 향 - 처음듣는 단어라 생소하게 느껴졌는데, 꽃(플로럴)계가 살짝 섞인 비누향이에요. - 흔한만큼 호불호 적은 향이라 좋았어요. ★ 가성비 - 요즘 차량용 방향제 꽤 비싼데, 이건 원쁠원에 가격도 저렴하더라구요? ★ 쏟아질 걱정 없고, 인테리어 면에서도 디자인 괜찮아요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,더툴랩,[쫀쫀밀착]더툴랩 231 촉촉밀착 흔적 풀커버 파운데이션 컨실러 브러쉬 2종,옵션 : 231 컨실러 브러쉬,5점만점에 4점,작성일자 2024.12.21,N,Y,N,N,"★ 추천 & 솔직 리뷰 ★ ★ 추천 - 앞볼, 볼꺼짐 등 넓은 부위에 쓸 용도에 알맞아요. - 좁은 부위, 트러블 흉터 가리기, 다크써클 용으로 쓰기엔 너무 넓고 깔끔하게 발리지 않아요. ★ 구매이유 - 앞볼에 화이트 컨실러 얹어주는 용도로 쓰려고 구매했어요. - 실제로 앞볼에 쓰는데 너무 만족해요. ★ 사이즈 - 눈밑 컨실러나 잡티 가리는 용으로 쓰기는 좀 넓기 때문에, 그런 용도라면 잡티용 작은 걸로 구매하세요! ★ 모 갈라짐 적은 편 - 통통하기보다는 납작한 브러쉬인데, 꾸덕한 컨실러나 화이트 컨실러를 묻혀서 써도 뭉치고 떡져서 갈라지지 않아서 좋았어요. ★ 자연스러운 터치, 브러쉬 자국 거의 안남음 - 얇게 퍼뜨려지고, 톡톡 브러쉬로 두드리면 끝이에요. - 물론 퍼프도 같이 쓰면 더 좋구요! ★ 자극 거의 없음 - 모가 좀만 거칠어도 자극받아서 붉게 올라오는 예민+얇은 피부인데 자극 없었어요.",1
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,AHC,[랄랄PICK/리프팅]AHC 프로 샷 콜라 쥬비네이션 리프팅 세럼 40ml 기획 (+아이크림 10ml),,5점만점에 4점,작성일자 2024.12.21,N,Y,N,N,"★ 장단점 리뷰 & 성분(화해앱 캡쳐) ★ ★ 옛날 엄마 화장품같은 향이 좀 독한 편이긴 한데, 발랐을 때의 피부의 쫀쫀함이 남다른 제품 ★ 별점 4점 - 성분 좋은 편 + 보습,영양감 있는 제형이지만 너무 무겁지 않음 + 얇고 예민한 피부도 트러블 없음 + 발랐을 때 피부가 탄탄해지는게 느껴짐 - 향 독한 편 + 향료 함유 + 단기간 사용으로는 주름이 개선되거나 피부탄력도 변화 없음 ★ 장점 ★ ★ 성분 - 향료가 있는게 아쉽지만, 그 외 다른 알러지유발 물질이나 유해성분은 없어요. - 엄청 예민하고 핏줄 다 보이는 얇은 피부지만 트러블이나 알러지반응이 전혀 없었어요. ★ 보습, 영양감 있지만 너무 무겁지 않은 제형 - 영양감이 듬뿍 담긴 제형이지만, 그렇다고 너무 끈적거리거나 무겁지는 않은 제형이에요. - 지성이라도 겨울엔 쓸 수 있을 정도고, 건성은 4계절 내내 쓸 수 있을 제형이에요. ★ 피부의 탄탄함 - 주름이나 피부 탄력이 단번에 좋아지는 건 아니지만, - 보습감, 영양감 있는 제형 덕분에 사용시 쫀쫀한 마무리감과 피부의 탄탄함을 느낄 수 있어요. ☆ 단점 ☆ ☆ 독한 향, 향료 함유 - 향료가 들어있는데, 옛날 엄마 화장품스러운 향이 꽤 진하게 나요. - 바로 날아가는 향도 아니고, 피부에 좀 향이 남아요. ☆ 단기간 사용으로 눈에 보이는 피부 탄력도 변화, 주름의 개선은 못느꼈어요.",1
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,플라이밀,플라이밀 단백질쉐이크 45g 6종 택1,옵션 : 고구마맛 45g 1개,5점만점에 2점,작성일자 2024.12.21,N,Y,N,N,"고구마를 워낙 좋아해서 구매했어요. 당류나 칼 로리는 비교적 높은 편이고 단백질은 적은 편이라 매일 먹을 용으로는 안맞지만, 맛만 있다면 가끔 리프레쉬 용으로 쓰기 좋을 것 같아요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,어퓨,어퓨 과즙팡 베어 크림 블러셔 미니 3종,옵션 : 02 살구크림,5점만점에 3점,작성일자 2024.12.14,N,Y,N,N,"💕 제품력은 아주 좋지만, 색상이 안어울려서 아쉬운 제품💕 💕 총평 - 지속력 좋음  - 발림성 좋고 얼룩이 잘 안생김 - 다크써클 전혀 안가려짐 (다크 심한 편인데 더 심해보일 정도) 💕 장점 💕 💕 지속력, 발림성 모두 좋아요. - 아침에 화장하면 오후까지 잘 남아있어요. - 지저분하게 발리거나 얼룩지는 거 하나없이 블렌딩 잘돼요. 💕 발색력 좋고 수채화 벨벳 제형 - 옅은 색감인데도 발색 잘 되고, 너무 진하지 않아서 초보자도 쓰기 좋아요. - 수채화처럼 피부가 물들듯이 발색되고 벨벳하게 마무리돼서 지저분한 광이 안도는 게 좋아요. 💕 색 - 라이트톤이고 주황색이 잘 안맞는 타입이라 그런지 너무 넓은 범위로 퍼지거나 광대쪽까지 발리면 피부가 어두워보이고, 더워보여요. 😢 저렴한 만큼 양도 적어요. - 작을거 예상은 했지만 생각보다 더 작아요. 😢 다크써클 가리는 용도로는 글쎄...? - 다크써클 가리는 용도로 좋다길래 구매했어요. - 제 다크가 워낙 짙어서 그런건지 보라빛이 넘 많이 돌아서 그런건지 생각보다 효과가 없을 뿐만 아니라 오히려 다크가 두드러져보였어요. 커버가 벗겨진 탓일까요. - 코렉터 바르는 걸 어려워하는 타입인데, 코렉터 못발랐을 때보다는 나은 것 같아서 몇번 더 연습해보려고요. 😢 성분은 좀 아쉬운 정도? - 나쁜 건 아니지만 좋는 것도 아니라서요. - 예민 피부인데 트러블은 없었어요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,덴티스테,덴티스테 민트볼 20입,,5점만점에 4점,작성일자 2024.12.14,N,N,Y,N,"★ 솔직 장단점 리뷰 ★ - 너무 자주, 그리고 많이 사고 있는 제품입니다. - 이것보다 효과적이고 간편한 구취제거제? 본 적이 없어요. - 저는 사무실, 집, 파우치에 소분해서 다 넣고 다녀요 ㅋㅋㅋ ★ 별점 4.5 - 냄새 순식간에 잡아줌 + 파우치 필수템 + 작아서 섭취 쉬움 + 외출시 챙기기 간편함 - 민트가 굉장히 강함 + 향 강한 음식냄새는 최소 2알 먹어야함 + 1통 굉장히 빠르게 소비(더 많이 들어있는게 있으면 좋겠어요) ☆ 단점, 아쉬운 점 ☆ ☆ 민트가 강한 편 - 순간 콧물이나 재채기가 나올 정도로 민트향이 강해요. - 그래서 냄새도 확실히 잡아주지만, 민트에 익숙하지 않으신 분들은 약간 괴로울 정도구요.. 근처에서 민트향이 강하게 나서.. 나 입냄새제거제 뿌렸음 하는 느낌이 나요ㅋㅋ ☆ 냄새, 구취를 아예 없앤다기 보다는 잠시 지워주는 느낌 - 마늘처럼 향이 강한 걸 먹으면 금새 냄새 다시 올라와요. - 이런 경우엔 지속시간은 30분~1시간 반정도인 것 같습니다.",9
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,나우푸드,나우푸드 알티지 오메가3 90캡슐 (3개월분),옵션 : 나우푸드 알티지 오메가3 90캡슐,5점만점에 4점,작성일자 2024.12.14,N,N,N,N,"가성비 괜찮고, 오메가 특유 향이 강하지 않아요. 알약 삼키는 것만 잘된다면 이 제품 괜찮을 것 같아요. 아빠가 이 제품 꾸준히 드시고 계세요. 오메가가 다른 비타민보다 크긴 하지만, 이건 유독 더 커요. 알약 잘 못 삼키는 분들은 절대 무리입니다. 오메가3 특유의 냄새도 약간 나긴 하는데, 심한 정도는 아니에요.",0
올챙이포뇨,"스킨케어, 피부 홈케어에 관심 많아요😊, 솔직 리뷰🤙, 별 1개(별로), 2개(장점<단점), 3개(평범.재구매는 굳이?), 4개(좋지만+더 좋은게 있을지도?) ,5개(대만족+정착)","건성, 봄웜톤, 미백, 민감성",스킨케어 분야 탑리뷰어,라이브오랄스,라이브오랄스 퓨어다이아 셀프 치아미백제 (2주분),,5점만점에 5점,작성일자 2024.12.14,N,N,Y,N,"이건 진짜 ㅋㅋ 몇번을 샀는지 이젠 저도 모르겠어요. 귀찮아도 주 5회 이상 쓰고 있고, 유일하게 효과 제대로 본 제품입니다. 2주 정도는 꾸준히 써야 지속되는 효과를 느낄 수 있고, 1회 사용만으로도 즉각적인 효과 있어요. 개당 매일 썼을 때 3주~4주 사용 가능하고, 잇몸이나 치아상태보면서 바로 혹은 일주일정도 쉬었다가 쓰고 있어요. 꾸준히 쓰다보니 전처럼 확연히 보이는 효과는 없지만, 당장 그날 생기는 착색은 없애주는 느낌이 들어서 안쓸 수가 없어요.",11
